code; name; state; owner; latitude; longitude; kind; size; difficulty; terrain; status; hidden_date; founds; not_founds; favourites; altitude
GCRH48;Monte Branco [Nazare];LEIRIA;olharapo;39.60055;-9.067117;TRADITIONAL;REGULAR;1;3;AVAILABLE;2005/11/27;1048;7;8;36
GC1529A;Ponte da Panchorra;VISEU;blk.ngel;41.01435;-7.9755;TRADITIONAL;REGULAR;2;3;AVAILABLE;2007/08/11;109;6;6;1031
GC10ZNQ;DP31 - Serra Serrada;BRAGANCA;danieloliveira;41.968683;-6.7802;TRADITIONAL;REGULAR;2.5;1.5;AVAILABLE;2007/03/06;113;0;7;1256
GCH2DB;OuohhmmmOuohhmmmm [Pampilhosa da Serra];COIMBRA;ftomar;40.109867;-8.03905;MULTI;OTHER_SIZE;1;2;AVAILABLE;2003/10/11;75;3;6;991
GCRJZR;A cache que ja esteve num vulcao;LISBOA;lynx pardinus;38.8603;-9.4467;TRADITIONAL;REGULAR;2;2;AVAILABLE;2005/12/08;350;2;2;79
GC11NCC;Walking on SW Cliff?s;FARO;tfernandes;37.428567;-8.8071;TRADITIONAL;REGULAR;2;2.5;AVAILABLE;2007/03/24;289;0;10;27
GC14F51;A BROA TEM UM MUSEU;PORTO;eterlusitano;41.112133;-8.3521;TRADITIONAL;SMALL;2;1.5;AVAILABLE;2007/07/18;223;3;10;237
GC11VE3;na Paz do Parque (again) [parque da paz #1];SETUBAL;bolacha;38.663317;-9.167383;TRADITIONAL;REGULAR;2.5;2;AVAILABLE;2007/04/01;813;94;8;25
GCH0Z3;Loca do Gato [Loures];LISBOA;clcortez;38.8629;-9.22;TRADITIONAL;REGULAR;3.5;3.5;AVAILABLE;2003/08/24;220;18;63;247
GCJJBV;A View To The West [Mafra];LISBOA;Bargao_Henriques;38.995983;-9.425133;TRADITIONAL;REGULAR;2;3;AVAILABLE;2004/05/29;505;7;19;15
GC1050A;BH37 Devils in Danger - Portugal [Lisboa];LISBOA;prodrive;38.7418;-9.185383;TRADITIONAL;SMALL;1.5;1.5;AVAILABLE;2007/01/05;749;38;1;123
GC13JYV;A Cache do Luis;PORTALEGRE;luis74;38.9163;-7.654117;TRADITIONAL;REGULAR;2.5;3;AVAILABLE;2007/06/07;44;2;4;449
GC16KER;Barca do Lago;BRAGA;curious_seagull;41.516783;-8.743667;TRADITIONAL;SMALL;3.5;2.5;AVAILABLE;2007/10/11;301;18;5;-9999999
GC13RR7;TF-04 O Eremita;LEIRIA;trifaisca;39.536617;-8.7324;TRADITIONAL;REGULAR;4;4;AVAILABLE;2007/06/20;112;7;41;462
GC10YAH;Serra do Caldeirao [S.B. Alportel];FARO;Torgut;37.211633;-7.893733;MULTI;REGULAR;3;3;AVAILABLE;2007/02/19;50;8;7;463
GCPRKF;Penedo do Lexim Earthcache;LISBOA;lynx pardinus;38.8925;-9.311617;EARTHCACHE;NOT_CHOSEN;1;1;AVAILABLE;2005/07/18;335;0;45;186
GC14T2P;Aqueduto dos Pegoes [Thomar];SANTAREM;paulohercules;39.608567;-8.440617;MULTI;SMALL;2;4;AVAILABLE;2007/08/19;495;16;165;105
GCPFNG;Linhas de Torres Monumento e Forte de Alhandra;LISBOA;lamas;38.925267;-9.015083;MULTI;SMALL;2;2.5;AVAILABLE;2005/06/26;278;13;9;65
GC142TP;Lucky Key;PORTO;kidloco;41.193017;-8.707117;PUZZLE;SMALL;3.5;1.5;AVAILABLE;2007/07/03;360;14;6;4
GC132Q8;Geol. Time: an Ordovician perspective - DP/EC11;BEJA;danieloliveira;38.151367;-6.985917;EARTHCACHE;NOT_CHOSEN;1;1;AVAILABLE;2007/05/21;72;0;7;183
GCV3TK;Castelo de Castro Laboreiro;VIANA DO CASTELO;rifkindsss;42.02295;-8.15815;TRADITIONAL;REGULAR;2;4;AVAILABLE;2006/04/20;468;10;83;984
GC16ZJ0;Aroeira VS Freixo [Valongo];PORTALEGRE;NGCAvis;39.168133;-7.866267;MULTI;SMALL;2;1.5;AVAILABLE;2007/10/26;82;0;0;190
GC13JZ6;Monte S. Joao de Valinhas [Arouca];AVEIRO;daraopedal;40.93585;-8.263967;TRADITIONAL;SMALL;2;2.5;AVAILABLE;2007/06/08;93;3;1;429
GC13K9C;Rio de Onor [PN Montezinho];BRAGANCA;almeidara;41.941067;-6.617283;MULTI;REGULAR;1.5;2;AVAILABLE;2007/05/17;90;8;8;-9999999
GC167C2;Ermidas-Sado [Santiago do Cacem];SETUBAL;MightyReek;38.002817;-8.414183;MULTI;SMALL;2;2;AVAILABLE;2007/09/25;95;19;5;-9999999
GCKJ9A;Feel The Wind;LISBOA;MAntunes;38.7685;-9.4603;TRADITIONAL;LARGE;1.5;2.5;AVAILABLE;2004/09/16;835;19;45;456
GC179EE;Nossa Senhora da Arrabida;SETUBAL;Os Galaxy;38.4942;-8.9669;TRADITIONAL;REGULAR;1.5;1;AVAILABLE;2007/11/09;689;17;10;-9999999
GC174KW;ARRIFE Twins IV;SANTAREM;sammendes;39.546617;-8.586667;TRADITIONAL;SMALL;2;3.5;AVAILABLE;2007/11/02;99;2;4;186
GC14Y7J;Entre-Aguas - Benavila;PORTALEGRE;NGCAvis;39.117167;-7.8682;TRADITIONAL;SMALL;2;1;AVAILABLE;2007/08/05;226;5;4;127
GCVWZ4;A cache do Roger [Orion's Belt];LISBOA;RogerOliveira;38.758083;-9.481267;TRADITIONAL;REGULAR;1;3.5;AVAILABLE;2006/05/07;190;1;27;28
GCGQQ3;STAR MOUNTAIN;CASTELO BRANCO;jppina;40.31355;-7.574767;MULTI;MICRO;3;2;AVAILABLE;2003/08/24;117;27;11;1603
GC1672R;ST14 - SRA. DE FATIMA;BRAGA;SPY_Team;41.499417;-8.4486;MULTI;SMALL;1;1.5;AVAILABLE;2007/09/25;246;2;0;295
GC13MBE;Terra;VILA REAL;Reino Maravilhoso;41.173283;-7.6717;MULTI;REGULAR;2;2;AVAILABLE;2007/06/14;80;3;4;616
GC13G35;SANTO ANTONINO;BRAGA;eterlusitano;41.443367;-8.2379;TRADITIONAL;REGULAR;2;3;AVAILABLE;2007/06/08;119;23;1;488
GC15M5W;Santo Antonio dos Capuchos [Leiria];LEIRIA;AntMadeira;39.743917;-8.813867;TRADITIONAL;SMALL;1;1.5;DISABLED;2007/09/02;1304;37;0;61
GCNVB0;Forte do Pessegueiro;SETUBAL;GlorfindelPT;37.827683;-8.791817;TRADITIONAL;REGULAR;1;2;AVAILABLE;2005/05/08;1473;9;73;-9999999
GC15QX7;PX1- Praia da Falca;LEIRIA;papoilix;39.648083;-9.070917;TRADITIONAL;REGULAR;1.5;2;AVAILABLE;2007/09/07;459;2;7;15
GC158WW;Farol [Ferragudo];FARO;mtrevas;37.106117;-8.519567;TRADITIONAL;REGULAR;1.5;1.5;AVAILABLE;2007/08/17;1347;13;17;6
GC144NK;Santa Rita [Tavira];FARO;alieri;37.189433;-7.570967;MULTI;SMALL;1;2;AVAILABLE;2007/06/30;310;3;1;114
GCZWE8;All roads lead to Rome;BRAGANCA;danieloliveira;41.7888;-6.89305;TRADITIONAL;REGULAR;2;2;AVAILABLE;2006/12/19;86;0;4;744
GC132ZY;A mais antiga! [Lamego];VISEU;almeidara;41.107017;-7.783067;MULTI;REGULAR;1.5;1.5;AVAILABLE;2007/05/21;97;14;2;280
GCKKCN;Vale dos Pirilampos (Fonte da Felicia);LEIRIA;Palmilhas;39.755767;-8.980233;TRADITIONAL;REGULAR;2;3;AVAILABLE;2004/09/19;723;44;52;74
GC16P3C;Castro de Praganca [Cadaval];LISBOA;HDV;39.19795;-9.058883;TRADITIONAL;REGULAR;2;1.5;AVAILABLE;2007/10/14;338;5;18;294
GCR7GG;O Misterio de Gualdim [Pombal];LEIRIA;argonauta;39.9;-8.616667;PUZZLE;NOT_CHOSEN;4;3.5;AVAILABLE;2005/11/05;100;15;27;133
GC176CK;Tapada's Secrets [Lisboa];LISBOA;Bringer;38.708517;-9.181117;MULTI;REGULAR;2.5;2.5;AVAILABLE;2007/11/04;187;11;41;41
GCZM6R;Caldas de Monchique;FARO;ShadowLord;37.28475;-8.55405;MULTI;REGULAR;2;3;AVAILABLE;2006/12/01;315;50;38;207
GC14DBM;The Stargate Mystery;SETUBAL;Blue_Trekkers;38.616667;-9.233333;PUZZLE;SMALL;2.5;1.5;AVAILABLE;2007/11/07;280;3;5;0
GC13MJ9;Cruz de Portugal [Xelb];FARO;clcortez;37.1943;-8.432117;TRADITIONAL;MICRO;2.5;1.5;AVAILABLE;2007/06/13;969;91;0;11
GCXZY2;Toledo Spot;SETUBAL;pmateus21;38.479783;-8.9816;TRADITIONAL;REGULAR;2;3;AVAILABLE;2006/08/26;407;8;13;23
GCY6CB;three mountains;VISEU;rescue_man;41.004075;-7.801008;TRADITIONAL;REGULAR;1.5;1.5;AVAILABLE;2006/09/07;128;2;0;1082
GC10ZPT;Paul do Boquilobo [Golega];SANTAREM;CrisLuiz;39.392783;-8.540117;TRADITIONAL;REGULAR;1;1.5;AVAILABLE;2007/02/03;190;2;2;15
GCQ2BN;S. Lourenco Beach [Mafra];LISBOA;Bargao_Henriques;39.010167;-9.425167;MULTI;REGULAR;1.5;2.5;AVAILABLE;2005/08/08;369;4;18;4
GC15C9T;Ribat da Arrifana [Aljezur];FARO;acasim;37.31965;-8.876167;TRADITIONAL;SMALL;1;2.5;AVAILABLE;2007/08/23;521;3;29;30
GCXMV2;Forte de Milreus [Mafra];LISBOA;Bargao_Henriques;38.983333;-9.420317;TRADITIONAL;REGULAR;2;2;AVAILABLE;2006/08/11;861;2;40;20
GC16657;Fafiao - Varanda das Sombrosas;BRAGA;naventuras;41.733567;-8.078883;TRADITIONAL;SMALL;1.5;4;AVAILABLE;2007/09/23;87;1;21;815
GCKQG3;Antenas do Marao;VILA REAL;loilok;41.24855;-7.887417;TRADITIONAL;SMALL;2;1.5;AVAILABLE;2004/09/09;185;16;7;1401
GCWQ23;Sao Jeronimo [Lisboa da Expansao];LISBOA;almeidara;38.7013;-9.213633;PUZZLE;SMALL;1.5;1.5;AVAILABLE;2006/06/21;395;50;8;55
GCKC67;Pico da Vara;ARQUIPELAGO DOS ACORES;Tech of Sweden;37.81025;-25.212367;TRADITIONAL;REGULAR;1.5;3.5;AVAILABLE;2004/08/19;230;2;14;1026
GC11JM4;Pousada [Almada];SETUBAL;almeidara;38.676817;-9.178433;MULTI;REGULAR;1.5;2;AVAILABLE;2007/03/20;202;17;9;-9999999
GC12G4N;Ribeira da Meimoa - dos Lusitanos ao Rock;CASTELO BRANCO;Blue_Trekkers;40.226117;-7.188483;MULTI;SMALL;3;2;AVAILABLE;2007/04/28;93;7;0;475
GC166H1;Capela de Sao Filipe de Gens;BRAGA;Callaeci;41.548383;-8.483633;TRADITIONAL;REGULAR;2;2;AVAILABLE;2007/09/24;203;6;0;242
GC16J4Y;Anta de Pavia;EVORA;almeidara;38.894133;-8.017317;MULTI;REGULAR;1.5;1.5;AVAILABLE;2007/10/09;238;20;17;-9999999
GC110R1;Stay in Peace - Lazarus;SANTAREM;lynx pardinus;38.876183;-8.39695;TRADITIONAL;REGULAR;1;2;AVAILABLE;2007/02/18;229;8;5;104
GCTC1P;The Watchtower [Lisboa];LISBOA;Felinos;38.730783;-9.131667;TRADITIONAL;SMALL;1.5;2;DISABLED;2006/02/07;870;46;25;91
GC110RM;Moinhos do Oeste [Montejunto];LISBOA;NFreitas;39.17365;-9.087317;MULTI;REGULAR;2;2;AVAILABLE;2007/02/18;181;3;8;366
GC11KQR;360. View [Aroeira];SETUBAL;Blue_Trekkers;38.567383;-9.186733;MULTI;NOT_CHOSEN;2.5;2.5;AVAILABLE;2007/03/22;396;9;16;75
GCRH8W;A walk in the Park [Lisboa];LISBOA;Felinos;38.728767;-9.152033;MULTI;SMALL;2;1.5;DISABLED;2005/12/02;1076;83;24;73
GCHRP5;Madrinha [Monchique];FARO;Torgut;37.309267;-8.611967;TRADITIONAL;REGULAR;3;2;AVAILABLE;2004/02/24;419;8;5;774
GC1C89;A Praia e o Rio [Ericeira];LISBOA;btrodrigues;38.937;-9.413833;TRADITIONAL;REGULAR;1.5;2;AVAILABLE;2001/09/11;524;8;40;61
GCZW14;Agua Formosa;LEIRIA;Paulo_Domingues;39.843517;-8.921417;TRADITIONAL;SMALL;1.5;1.5;AVAILABLE;2006/12/17;434;45;0;42
GC161R1;PICOTO (VG);PORTO;eterlusitano;41.285717;-8.018033;TRADITIONAL;SMALL;2;2;AVAILABLE;2007/09/18;77;5;1;526
GC11YE6;The Peak of Peaks [Braga];BRAGA;jcr;41.565367;-8.342783;TRADITIONAL;REGULAR;3.5;4;AVAILABLE;2007/04/05;119;5;7;549
GC119PC;M.A.N. - Movimento Anti Nos  [Estoril];LISBOA;Portelada;38.719233;-9.391817;TRADITIONAL;REGULAR;2;2.5;AVAILABLE;2007/03/06;311;6;8;73
GC15GRG;The Lagos 6 + 1 - #2 Barao Sao Joao;FARO;Team Caracache;37.139433;-8.776633;MULTI;REGULAR;1.5;2;AVAILABLE;2007/08/29;187;2;2;-9999999
GC1196Z;MARAGOUTOS ;PORTO;eterlusitano;41.3264;-8.272233;MULTI;REGULAR;2;2.5;AVAILABLE;2007/03/01;87;8;7;483
GCZ820;ENCYCLOPAEDIA GALACTICA [Constancia];SANTAREM;Paulo Martins;39.495783;-8.324533;TRADITIONAL;SMALL;1;1.5;AVAILABLE;2006/11/06;571;2;23;152
GCK8F1;J-ATBASH-te Banho? [VN1000F];BEJA;paulohercules;37.715567;-8.777217;TRADITIONAL;SMALL;2;4;AVAILABLE;2004/08/01;499;56;108;33
GCV4HP;Era uma vez... na Serra da Boa Viagem;COIMBRA;rifkindsss;40.192967;-8.882983;TRADITIONAL;REGULAR;1.5;1.5;AVAILABLE;2006/03/29;669;67;5;238
GCTV7D;Monsanto Subterraneo [Lisboa];LISBOA;Bargao_Henriques;38.7261;-9.179033;TRADITIONAL;REGULAR;2.5;3.5;AVAILABLE;2006/03/11;572;21;193;119
GCR9RW;Cantaro Magro;GUARDA;nat_cache;40.328033;-7.5991;TRADITIONAL;REGULAR;2;4.5;AVAILABLE;2005/11/05;249;7;79;-9999999
GCV4GD;Era uma vez... no Fontelo;VISEU;rifkindsss;40.656767;-7.900883;TRADITIONAL;SMALL;1.5;1.5;AVAILABLE;2006/03/29;1091;24;4;495
GC17620;Parque dos Moutidos;PORTO;My Greenway Tours;41.213433;-8.570183;TRADITIONAL;MICRO;1;1.5;AVAILABLE;2007/04/11;423;7;3;-9999999
GC178CM;Ilha da Pomba;EVORA;Francis Carm;38.22035;-7.46975;TRADITIONAL;REGULAR;2.5;4.5;AVAILABLE;2007/11/07;34;0;1;142
GC16ZE4;Cais do Ginjal [Cacilhas];SETUBAL;tmob;38.6874;-9.152283;MULTI;REGULAR;2;2;AVAILABLE;2007/10/26;487;24;18;11
GCPJEG;Moinhos de Vento [Barcelos - pt+en];BRAGA;caixeiros;41.44955;-8.5773;TRADITIONAL;REGULAR;1.5;2;AVAILABLE;2005/07/03;151;3;0;-9999999
GC15984;VG OUTEIRAO, A 922 MTS DE SI...;BRAGA;eterlusitano;41.595133;-8.0286;TRADITIONAL;SMALL;2;2;AVAILABLE;2007/08/20;49;4;3;891
GC11PQH;ABOBOREIRA;PORTO;eterlusitano;41.16155;-8.0321;MULTI;REGULAR;2;3;AVAILABLE;2007/03/24;49;4;0;547
GC14Z6Y;VISTAS DE S. DOMINGOS ;AVEIRO;eterlusitano;41.0271;-8.351633;TRADITIONAL;REGULAR;1.5;1.5;AVAILABLE;2007/08/06;152;15;12;390
GCMD9X;The Prophet;ARQUIPELAGO DA MADEIRA;Crocodilo;33.086667;-16.355883;MULTI;SMALL;2;2;AVAILABLE;2005/01/02;123;4;7;-9999999
GC14BD9;ST01 - SANTA MARTA DAS CORTICAS;BRAGA;SPY_Team;41.5145;-8.395533;MULTI;REGULAR;2.5;1.5;AVAILABLE;2007/07/14;259;7;2;543
GC13V51;Douro Eterno [Casal de Loivos];VILA REAL;cucureal;41.198917;-7.531917;TRADITIONAL;SMALL;1.5;1.5;AVAILABLE;2007/06/22;159;16;12;423
GCQQ9H;Penedos de Gois;COIMBRA;grade;40.107283;-8.13055;TRADITIONAL;LARGE;4;4;AVAILABLE;2005/09/25;126;1;59;-9999999
GC12D5F;Nossa Senhora de Cervaes [Mangualde];VISEU;cmatos;40.58445;-7.6992;TRADITIONAL;REGULAR;1.5;1;AVAILABLE;2007/04/21;211;2;0;544
GC1483D;CORNOS DAS ALTURAS!;VILA REAL;Drager;41.710033;-7.824117;MULTI;REGULAR;4;3.5;AVAILABLE;2007/07/09;35;6;5;-9999999
GC16B2G;Espigueiros de Soajo;VIANA DO CASTELO;Fernando Rei;41.872217;-8.262517;MULTI;SMALL;3;2;AVAILABLE;2007/09/30;181;20;31;282
GC15TAE;A Piece of Alaska In Portugal;LISBOA;Ladybug Kids;38.716383;-9.20445;TRADITIONAL;REGULAR;1.5;1.5;AVAILABLE;2007/09/10;973;9;5;153
GCKN4F;FOJO!!!;LISBOA;lynx pardinus;38.800667;-9.48765;TRADITIONAL;REGULAR;2;2.5;AVAILABLE;2004/09/26;414;27;18;62
GC14VBN;Ciclopista Guimaraes-Fafe;BRAGA;jmaferreira;41.42085;-8.230183;TRADITIONAL;REGULAR;1;3;AVAILABLE;2007/08/01;296;0;1;275
GC15KW3;ST43 - CONVENTO FRANCISCANO DE MONTARIOL;BRAGA;SPY_Team;41.56975;-8.412033;TRADITIONAL;REGULAR;1.5;1.5;AVAILABLE;2007/09/02;529;3;1;246
GC1563F;BALTAR ALTANEIRO;PORTO;eterlusitano;41.196933;-8.392717;TRADITIONAL;SMALL;2.5;2;AVAILABLE;2007/08/15;200;24;6;463
GC16A3V;Sea on the rocks;LISBOA;geosuchs;38.887117;-9.4382;TRADITIONAL;REGULAR;3;1.5;AVAILABLE;2007/09/29;224;2;1;51
GC14ZY4;Armona [Olhao];FARO;FamiliaSilvestre;37.016433;-7.79615;TRADITIONAL;SMALL;1.5;1.5;AVAILABLE;2007/08/02;276;30;6;1
GC14R59;Parque Eolico de Serra D'El Rei [Peniche];LEIRIA;B.O.D.A.;39.321717;-9.267033;TRADITIONAL;REGULAR;2.5;1.5;AVAILABLE;2007/07/28;306;7;1;143
GC141XD;Moinho das Doze Pedras;COIMBRA;Tres Marias;40.114032;-8.817144;TRADITIONAL;REGULAR;2;2;AVAILABLE;2007/07/01;254;7;6;6
GC16D8X;Caca ao Tesouro;SANTAREM;ftomar;39.689383;-8.234267;TRADITIONAL;SMALL;1;1;AVAILABLE;2007/09/29;322;1;11;185
GCYXQT;Brufe, Terras de Bouro;BRAGA;Jafqa;41.76655;-8.233383;TRADITIONAL;SMALL;2;3.5;AVAILABLE;2006/10/16;206;11;9;-9999999
GC15R79;Capela do Vale;SANTAREM;sammendes;39.485167;-8.535383;TRADITIONAL;SMALL;2.5;2;AVAILABLE;2007/09/07;702;22;14;32
GCQWCG;Bridge [Matosinhos];PORTO;PauloJota;41.217783;-8.646517;MULTI;SMALL;3;2;AVAILABLE;2005/10/08;230;28;1;19
GC12J2Z;Poco do Inferno;GUARDA;clcortez;40.37265;-7.516467;TRADITIONAL;REGULAR;2;3.5;AVAILABLE;2007/04/29;288;28;40;1098
GC169NM;Mae Soberana  [Loule];FARO;VespaFriendsAlgarve;37.140317;-8.035867;MULTI;REGULAR;1.5;1.5;AVAILABLE;2007/09/29;473;4;6;173
GC11317;Ponte da Boutaca [Batalha];LEIRIA;olharapo;39.658317;-8.8307;TRADITIONAL;REGULAR;1.5;2.5;AVAILABLE;2007/02/22;918;44;13;75
GC16J8A;Mosteiro de Santa Clara a Velha;COIMBRA;All Happy;40.202217;-8.432383;TRADITIONAL;SMALL;2;1.5;AVAILABLE;2007/10/26;2574;27;29;-9999999
GCV5AY;RUDIAN (Arrabida);SETUBAL;samcam;38.481517;-8.981133;MULTI;OTHER_SIZE;4;4.5;AVAILABLE;2006/03/31;257;9;117;91
GCF508;Far away, so close;CASTELO BRANCO;GreenShades;39.644917;-7.68785;TRADITIONAL;REGULAR;2;4;AVAILABLE;2003/04/06;206;21;71;165
GC148CG;Dunas de Ovar v2;AVEIRO;Malok0;40.874533;-8.644683;TRADITIONAL;SMALL;1;1.5;AVAILABLE;2007/07/02;571;21;1;11
GCQ3E2;Geiger Counter;GUARDA;afonso_loureiro;40.371283;-7.180067;MULTI;REGULAR;1;3;AVAILABLE;2005/08/10;57;4;4;-9999999
GC105X2;Vilar Maior [Sabugal];GUARDA;HDV;40.476367;-6.940467;MULTI;LARGE;3;3;AVAILABLE;2007/01/03;40;8;3;775
GC13HQD;Amadeo;PORTO;kidloco;41.267317;-8.082517;TRADITIONAL;MICRO;2;1.5;AVAILABLE;2007/06/29;144;42;1;-9999999
GCY503;Navarone's Fortress [Trafaria];SETUBAL;B.O.D.A.;38.659617;-9.234283;MULTI;REGULAR;2;2.5;AVAILABLE;2006/10/26;390;19;86;80
GCQM5V;Have a Pen? [Pedra Bela- Geres];BRAGA;razalas;41.715633;-8.152833;TRADITIONAL;NOT_CHOSEN;2;2.5;AVAILABLE;2005/09/10;1167;83;48;794
GC16673;ONDE MELHOR SE VE GUIMARAES;BRAGA;eterlusitano;41.433867;-8.269033;TRADITIONAL;MICRO;2.5;1.5;AVAILABLE;2007/09/24;790;45;14;557
GC14NV8;Alegrete;PORTALEGRE;luis74;39.236883;-7.324533;TRADITIONAL;SMALL;1;1.5;DISABLED;2007/07/27;126;22;11;-9999999
GC15QZW;POCO DA BARACEIRA;VIANA DO CASTELO;TheCelticSpirit;41.8223;-8.30045;MULTI;REGULAR;3;3;AVAILABLE;2007/08/21;76;3;33;-9999999
GC16QE3;Over the Rainbow [Serra D'Aire];LEIRIA;Limao;39.559883;-8.762767;TRADITIONAL;REGULAR;2;3.5;AVAILABLE;2007/10/14;119;1;5;-9999999
GC4T2NQ;First cache in Madeira;ARQUIPELAGO DA MADEIRA;Geocalheta;32.640717;-16.935767;TRADITIONAL;MICRO;1.5;1.5;AVAILABLE;2001/11/07;539;35;24;125
GCGE98;Vale das Buracas;COIMBRA;MAntunes;40.046383;-8.4954;TRADITIONAL;REGULAR;2.5;3.5;AVAILABLE;2003/07/09;369;30;56;293
GC15NV6;Carvalheira - Geres;BRAGA;naventuras;41.749867;-8.225617;TRADITIONAL;SMALL;1.5;1.5;AVAILABLE;2007/09/02;235;8;1;664
GC1289R;SENHORA DA GRACA I ;VILA REAL;eterlusitano;41.4167;-7.917217;TRADITIONAL;REGULAR;2;2.5;AVAILABLE;2007/04/17;416;6;15;889
GCHQ5N;Vaca;ARQUIPELAGO DA MADEIRA;macmurphy;32.809033;-17.1971;TRADITIONAL;REGULAR;2;2;AVAILABLE;2004/02/14;1270;19;5;1100
GCVV68;Fernando Pessoa [Lisboa];LISBOA;btrodrigues;38.710617;-9.142083;TRADITIONAL;MICRO;2;1;DISABLED;2006/05/03;1701;140;155;40
GCVNAD;Arvores [Lindoso];VIANA DO CASTELO;K!nder;41.866233;-8.199833;TRADITIONAL;SMALL;2;2.5;AVAILABLE;2006/04/24;598;24;41;448
GCXR5Z;Indiana Jones e o Comboio Fantasma [Viseu];VISEU;almeidara;40.641983;-8.01525;TRADITIONAL;REGULAR;1.5;1.5;AVAILABLE;2006/08/16;395;38;29;417
GC132J9;CITaNIA DE SANFINS (Pacos de Ferreira);PORTO;eterlusitano;41.321183;-8.370283;MULTI;SMALL;2.5;2.5;AVAILABLE;2007/05/18;112;9;11;-9999999
GCYK7Y;Vigia do Soutelo;COIMBRA;ToMarta;40.224217;-8.308117;TRADITIONAL;REGULAR;2;2;AVAILABLE;2006/09/30;154;5;0;-9999999
GC12D6E;Gruta do Porto Covo [Alcabideche];LISBOA;MakoShark2;38.7545;-9.424167;TRADITIONAL;SMALL;1.5;1.5;AVAILABLE;2007/04/22;488;27;12;107
GCG349;Mouriscas [Setubal];SETUBAL;orebelo;38.529767;-8.807733;TRADITIONAL;REGULAR;2;2;DISABLED;2003/05/10;459;25;3;4
GC12K45;A Lenda [Sancta Irena];SANTAREM;s.paula;39.236233;-8.672717;MULTI;SMALL;2;2;AVAILABLE;2007/05/01;212;32;5;15
GCV4H1;Era uma vez... no Jardim da Sereia;COIMBRA;rifkindsss;40.208983;-8.417033;TRADITIONAL;MICRO;1.5;1.5;AVAILABLE;2006/03/29;1934;49;4;90
GC14AHX;CONVENTO DE ALPENDURADA;PORTO;eterlusitano;41.0812;-8.236633;MULTI;SMALL;2;1.5;AVAILABLE;2007/07/12;130;9;8;117
GCJDQ0;Alto da Boa Viagem [Caxias];LISBOA;btrodrigues;38.700917;-9.258333;TRADITIONAL;SMALL;1.5;2;AVAILABLE;2004/05/10;734;61;6;-9999999
GC11Z6V;Marco dos 4 Concelhos [ARC-VFR-CPV-GDM];AVEIRO;daraopedal;41.001783;-8.390133;TRADITIONAL;REGULAR;1.5;1.5;AVAILABLE;2007/04/06;90;1;5;460
GC16EQK;LOUSADA 1;PORTO;eterlusitano;41.26965;-8.2617;MULTI;MICRO;1.5;2;AVAILABLE;2007/10/05;114;5;1;197
GCKYQH;Chafariz de Loures;LISBOA;clcortez;38.830283;-9.16755;MULTI;REGULAR;2.5;2;AVAILABLE;2004/10/30;283;21;44;22
GC11CMZ;[Siglas Poveiras] Santo Andre das Almas;PORTO;eniel;41.414083;-8.785917;TRADITIONAL;SMALL;2;2.5;AVAILABLE;2007/03/11;383;5;0;4
GC159Q4;Arronches - Pinturas Rupestres da Lapa dos Gaivoes;PORTALEGRE;meiolimao;39.149;-7.172667;TRADITIONAL;REGULAR;2;3;AVAILABLE;2007/08/15;122;8;2;349
GCVTP5;Evoramonte [Estremoz];EVORA;clcortez;38.772283;-7.7142;TRADITIONAL;SMALL;1.5;2.5;AVAILABLE;2006/05/02;563;23;20;456
GCTC0T;Historical Villages - Almeida;GUARDA;Blue_Trekkers;40.727883;-6.9066;TRADITIONAL;SMALL;2;2;AVAILABLE;2006/02/07;621;25;23;749
GCG3TW;Aldeia Jose Franco [Mafra];LISBOA;Rechena;38.959617;-9.353417;VIRTUAL;VIRTUAL;2;1;AVAILABLE;2003/05/14;843;5;112;177
GCPFJA;Serra da Estrela - Lagoa da Paixao;GUARDA;meiolimao;40.342583;-7.606267;TRADITIONAL;REGULAR;3;3.5;AVAILABLE;2005/06/25;91;0;19;1666
GC178TB;LAGOA AO VENTO (VG);BRAGA;eterlusitano;41.506417;-8.092883;TRADITIONAL;SMALL;2;2;AVAILABLE;2007/11/08;150;0;2;733
GC1020Z;GT Dino's Lunch Box [Sintra] [Lisbon};LISBOA;golden-team;38.808333;-9.481317;TRADITIONAL;LARGE;1.5;1.5;AVAILABLE;2006/12/29;387;9;17;57
GCPB0A;Povoa de Cervaes/Serra da Poisada;VISEU;saltafronteiras;40.571317;-7.681083;TRADITIONAL;SMALL;2;3;AVAILABLE;2005/06/12;66;2;5;463
GC166CQ;Talasnal;COIMBRA;almeidara;40.09255;-8.227067;TRADITIONAL;REGULAR;2;2;AVAILABLE;2007/09/23;428;8;35;472
GC14FT6;Castelo dos Templarios;SANTAREM;ftomar;39.602817;-8.418667;TRADITIONAL;SMALL;2;2;AVAILABLE;2007/07/19;1214;41;51;108
GCW449;GnE II a - Segue o Coelho certo! / Down the Rabbit;LISBOA;B.O.D.A.;38.746483;-9.47055;TRADITIONAL;LARGE;3;2.5;AVAILABLE;2006/05/19;314;15;2;26
GCT9EM;Pomarao;BEJA;clcortez;37.55375;-7.525767;TRADITIONAL;REGULAR;3;2.5;AVAILABLE;2006/01/30;82;2;8;12
GCGX69;Under... where?? [Ponte de Lousa];LISBOA;vsergios;38.874967;-9.2183;TRADITIONAL;REGULAR;3;3;AVAILABLE;2003/09/14;167;2;35;195
